label,youtube_id,time_start,time_end,split
arm wrestling,9WUCUOYSGXs,17,27,train
arm wrestling,elPVlcTgjAg,46,56,train
arm wrestling,-y2bC2OepiM,35,45,train
arm wrestling,g0wCLAbLCj8,25,35,train
arm wrestling,ks2vk1NuEbs,8,18,train
arm wrestling,YbdHKlsb8-I,4,14,train
arm wrestling,ZnXXYq7K-ic,20,30,train
arm wrestling,rRoT-aFNG_Y,7,17,train
arm wrestling,t-2Mm4PFRh8,83,93,train
arm wrestling,eEeaJ-xDG8w,131,141,train
arm wrestling,j4A8CQ6lYrU,108,118,train
arm wrestling,ksGHXUYmPdk,1,11,train
arm wrestling,t-ztWvDjOLM,28,38,train
arm wrestling,rOFNeT2xrDw,27,37,train
arm wrestling,D2Rsnv3RxWY,0,10,train
arm wrestling,ThGVbw9BZrw,50,60,train
arm wrestling,fASW6h1PYaA,39,49,train
arm wrestling,fPl69kwg9c8,3,13,train
arm wrestling,qiS4wzCX7Sk,23,33,train
arm wrestling,vSeuwmoHzlo,178,188,train
arm wrestling,9GEDlJ5s8vQ,26,36,train
arm wrestling,SZdPKdgD1Ds,5,15,train
arm wrestling,Vuu7UleEV9U,27,37,train
arm wrestling,ZR5JdyXHmXU,198,208,train
arm wrestling,79KbbjBeVeU,119,129,train
arm wrestling,Kr9yXc9k7CY,31,41,train
arm wrestling,NpbM5bvFYRI,10,20,train
arm wrestling,NfljLjgxM5w,1,11,train
arm wrestling,JjX0jCJ8RbY,7,17,train
arm wrestling,N4CvM2liJbA,43,53,train
arm wrestling,VjpUmsLl950,19,29,train
arm wrestling,ZSy1yAxx7BA,90,100,train
arm wrestling,wzASy7fD9NM,1,11,train
arm wrestling,PHHxF9znKOw,11,21,train
arm wrestling,ecYC1kwu7ic,8,18,train
arm wrestling,kv8H89HIbkw,87,97,train
arm wrestling,30vs8rO6B4c,97,107,train
arm wrestling,D2W7JX5D1Qs,35,45,train
arm wrestling,OvPtnFj0aEI,3,13,train
arm wrestling,KhEA99RedqE,15,25,train
arm wrestling,QTUQIeqAQwU,17,27,train
arm wrestling,ijkH32uuFSY,1,11,train
arm wrestling,wo7jUOGRVyc,4,14,train
arm wrestling,KrLII9ZviNU,27,37,train
arm wrestling,MDlAMXA51w4,39,49,train
arm wrestling,clA7wVVDVSc,44,54,train
arm wrestling,-pv8S0MpXUo,153,163,train
arm wrestling,QThx5znFlUo,1,11,train
arm wrestling,87JClgLW5FI,5,15,train
arm wrestling,BnwUwvQq75o,28,38,train
arm wrestling,WKkceVPGIiI,2,12,train
arm wrestling,riaz59qOWcA,76,86,train
arm wrestling,Bu5mx-lWyUQ,0,10,train
arm wrestling,G0_n31qssqU,168,178,train
arm wrestling,cScWCCE2yOY,0,10,train
arm wrestling,f7CfqDfs4Ng,2,12,train
arm wrestling,rYkWGN7WRxk,1,11,train
arm wrestling,DV2C0xEarj4,282,292,train
arm wrestling,llMtNYFkRFQ,12,22,train
arm wrestling,_6xcGAdO8Jk,11,21,train
arm wrestling,esAdf6UFI9Q,81,91,train
arm wrestling,lmL7xrpvwnA,2,12,train
arm wrestling,ow7Ly-4VYVs,5,15,train
arm wrestling,gBxt-dOu5uc,3,13,train
arm wrestling,BnNSWIIh2jI,18,28,train
arm wrestling,HbrKfRRhsM8,0,10,train
arm wrestling,JTzzfflaOLo,302,312,train
arm wrestling,RZaBACv2Kqg,1,11,train
arm wrestling,P9XiTcY-sKc,5,15,train
arm wrestling,M_QMDD4Wh1I,16,26,train
arm wrestling,axsXMl37Drk,24,34,train
arm wrestling,c16h-Jo83NU,2,12,train
arm wrestling,do7YLLAq_kw,17,27,train
arm wrestling,esZ-5Gg7odk,15,25,train
arm wrestling,HBAUfsNztrQ,2,12,train
arm wrestling,HvI9EkqsP0o,1,11,train
arm wrestling,P3pAWO92aGw,24,34,train
arm wrestling,Zr6bPbgaGqo,70,80,train
arm wrestling,yZxcsdi-roE,107,117,train
arm wrestling,Q6Ei8YsmOGE,2,12,train
arm wrestling,y2ZtHPeP4Vs,7,17,train
arm wrestling,MDuXTC4Biyo,36,46,train
arm wrestling,5D56_UgzuMA,39,49,train
arm wrestling,Jt7u-nE2ABQ,1,11,train
arm wrestling,RVwI0yhNdi0,3,13,train
arm wrestling,Vh1qfVlIL7U,1,11,train
arm wrestling,kJaJQ9iG_u0,29,39,train
arm wrestling,o_UZNZdcl1c,32,42,train
arm wrestling,wnK9RapVW0U,15,25,train
arm wrestling,yZGuPwRZbX4,6,16,train
arm wrestling,8n_A3VHkqTM,3,13,train
arm wrestling,Y3pREqdhis8,113,123,train
arm wrestling,RgnfnsPiFNo,9,19,train
arm wrestling,rwkvYUhWWxg,7,17,train
arm wrestling,_Lg6oKsuP0o,17,27,train
arm wrestling,BRFAtiOt9Yc,0,10,train
arm wrestling,MIqaVKHZxsw,4,14,train
arm wrestling,JT_cLKQesc4,66,76,train
arm wrestling,J2k703yZJLY,55,65,train
arm wrestling,TzgnKSqiiR4,85,95,train
arm wrestling,9gi1X-Ytw0A,0,10,train
arm wrestling,6PKiDIP1l0s,15,25,train
arm wrestling,88hkEnVzf7Y,3,13,train
arm wrestling,KrSFjq-L-Bk,12,22,train
arm wrestling,oxlD7Vbh3zA,209,219,train
arm wrestling,rhcFJw-kX4w,8,18,train
arm wrestling,plPcAKnhy_g,4,14,train
arm wrestling,vV4CfrhLl-I,120,130,train
arm wrestling,rOI8efnHDjk,12,22,train
arm wrestling,BnvXjJL-BM0,9,19,train
arm wrestling,30DRQR_TSGU,0,10,train
arm wrestling,HA5ovqtPxxs,3,13,train
arm wrestling,STe346LVB8I,41,51,train
arm wrestling,XNVmK7CbkJM,36,46,train
arm wrestling,GZT4t2BDaBw,153,163,train
arm wrestling,-FS5hMf67ro,44,54,train
arm wrestling,IUDL1Slu9p8,0,10,train
arm wrestling,er6JRy95qlk,3,13,train
arm wrestling,HnDi4_NEcKs,43,53,train
arm wrestling,Mig3KrXKZX4,3,13,train
arm wrestling,TIsQjYeJE6o,224,234,train
arm wrestling,bVipYS94x6c,67,77,train
arm wrestling,kqNQHta1KWI,38,48,train
arm wrestling,DLEEc9DUJQw,42,52,train
arm wrestling,ehHnE2fVS5Q,10,20,train
arm wrestling,iMDSD8rubNo,131,141,train
arm wrestling,DwATB_LKJUI,120,130,train
arm wrestling,EPduZgSMXpU,5,15,train
arm wrestling,HTZYyhUjPq8,4,14,train
arm wrestling,ecIsW15JSpI,56,66,train
arm wrestling,oMkxOJPTVjo,43,53,train
arm wrestling,y9pCYrJ_Xas,8,18,train
arm wrestling,LGJx0eH7vis,16,26,train
arm wrestling,f62n_vHP1sw,39,49,train
arm wrestling,6eJLRazdEVQ,11,21,train
arm wrestling,BXBIKNna3UY,11,21,train
arm wrestling,f2AnL44Hp5M,23,33,train
arm wrestling,GFTFtOg-gy8,0,10,train
arm wrestling,JqlVQfVsg0k,389,399,train
arm wrestling,e_LDXtPfapk,103,113,train
arm wrestling,f183ueuV6xc,5,15,train
arm wrestling,Ya4LhLViNO0,63,73,train
arm wrestling,RI_F_wPQeBI,1,11,train
arm wrestling,qMqwH4uwLS0,16,26,train
arm wrestling,_mirlLIAIRA,119,129,train
arm wrestling,MJpOysrU-U0,16,26,train
arm wrestling,ibvNAJN6sEE,3,13,train
arm wrestling,ny35_QOscoE,5,15,train
arm wrestling,HANTJcKSDrE,13,23,train
arm wrestling,1ArJw2-RhSU,1,11,train
arm wrestling,dlDSLhJYB8c,29,39,train
arm wrestling,c1vSsugdR6Q,254,264,train
arm wrestling,RyWAYi4zZRo,0,10,train
arm wrestling,gtJTF2Uo2BY,0,10,train
arm wrestling,FDaB15L5XfI,23,33,train
arm wrestling,8Z7QkrmMiLc,11,21,train
arm wrestling,dQXSmxeyBp8,46,56,train
arm wrestling,p7a8fhZbLxk,6,16,train
arm wrestling,GYrhJX1Yin0,35,45,train
arm wrestling,G4ctPrrE3hQ,121,131,train
arm wrestling,-r9l_G54K-w,8,18,train
arm wrestling,YAGadI1mr20,0,10,train
arm wrestling,BnItVNsYK7g,10,20,train
arm wrestling,MIoMro8YqBU,2,12,train
arm wrestling,yY1kc6pYzGY,2,12,train
arm wrestling,669-FNzyAGs,128,138,train
arm wrestling,M9CEpP1m_Xw,3,13,train
arm wrestling,grTBwT6nkuk,4,14,train
arm wrestling,j3-xth3NcVo,11,21,train
arm wrestling,03SGPShRRzs,3,13,train
arm wrestling,9gDdglky62s,135,145,train
arm wrestling,lmBXyOzYYI8,2,12,train
arm wrestling,x8MZpti49ZE,281,291,train
arm wrestling,C4TNj8B_Z2o,9,19,train
arm wrestling,JjYI2XXCG0k,46,56,train
arm wrestling,Ocm1xJUlReg,60,70,train
arm wrestling,XN6JfETPY1I,101,111,train
arm wrestling,fPdFmO4A9-8,3,13,train
arm wrestling,6ms7TvBexPo,78,88,train
arm wrestling,-fhzavCqqTA,17,27,train
arm wrestling,rjkpguF6vDE,53,63,train
arm wrestling,C0rS8-OSzHc,1,11,train
arm wrestling,Ma3cTI6kLK0,74,84,train
arm wrestling,ZsB9auyaydE,2,12,train
playing didgeridoo,LsZ0daVTR9M,2,12,train
playing didgeridoo,6uCHnN6XQ8k,4,14,train
playing didgeridoo,-dB0Oe8eqLY,31,41,train
playing didgeridoo,CSzMTqkLHyg,124,134,train
playing didgeridoo,fme7CzI_MYQ,48,58,train
playing didgeridoo,C6Dau3LyBIM,54,64,train
playing didgeridoo,ziBS_EMWELQ,27,37,train
playing didgeridoo,Iv40PtjTutc,4,14,train
playing didgeridoo,gCb04ZSldBk,212,222,train
playing didgeridoo,rJG1_gdP2gM,22,32,train
playing didgeridoo,xi3jy9WAt-U,4,14,train
playing didgeridoo,7pjOafTUbgQ,7,17,train
playing didgeridoo,myMFzbmmW3g,54,64,train
playing didgeridoo,n8H1wkidsNs,8,18,train
playing didgeridoo,hUFj-nVxozI,69,79,train
playing didgeridoo,vjd0DhRTB6Q,1,11,train
playing didgeridoo,NafXDtR3mLI,2,12,train
playing didgeridoo,p0vQkDE8IaU,49,59,train
playing didgeridoo,ThPJVo2VgFk,0,10,train
playing didgeridoo,2w9UfQPib8s,19,29,train
playing didgeridoo,iJgD-qAXPJc,216,226,train
playing didgeridoo,xAgMt74ydE8,8,18,train
playing didgeridoo,VVRsy2SjqCA,69,79,train
playing didgeridoo,dBn7vHlrzoU,117,127,train
playing didgeridoo,xZcYzNEkG9c,34,44,train
playing didgeridoo,35wzxNFL_LI,23,33,train
playing didgeridoo,LgmwUG9Go0s,23,33,train
playing didgeridoo,0R_GmXLeVLM,89,99,train
playing didgeridoo,MIvqaianivY,1,11,train
playing didgeridoo,PcOsdbvOP_w,156,166,train
playing didgeridoo,SM_cL8s9KL0,9,19,train
playing didgeridoo,ksUnxKDCtW8,20,30,train
playing didgeridoo,yPeLfUVl_i8,32,42,train
playing didgeridoo,CtjWqsuJydU,70,80,train
playing didgeridoo,u3moO99a2ys,83,93,train
playing didgeridoo,AzziIK8ATq8,69,79,train
playing didgeridoo,Xc8gT2eSSqw,22,32,train
playing didgeridoo,bzTNVUt7its,124,134,train
playing didgeridoo,oN0EpQSZbnU,18,28,train
playing didgeridoo,lHdBslFejFw,0,10,train
playing didgeridoo,3IVPkFJn30g,103,113,train
playing didgeridoo,tMKcf44g-Iw,11,21,train
playing didgeridoo,a3OsodUrvRg,22,32,train
playing didgeridoo,b85KY4lIfvc,43,53,train
playing didgeridoo,98ULNi22pCw,3,13,train
playing didgeridoo,hR9Mxa1KnfI,0,10,train
playing didgeridoo,CHCklMNOn3A,112,122,train
playing didgeridoo,eQ6Kw2nNnUc,7,17,train
playing didgeridoo,eWf6i2x5yRY,193,203,train
playing didgeridoo,tdNWxQcUGAk,164,174,train
playing didgeridoo,41aLzV9zqis,127,137,train
playing didgeridoo,0vyVxyj7QRM,8,18,train
playing didgeridoo,RK-e59tROJM,4,14,train
playing didgeridoo,llh5V4GFE70,179,189,train
playing didgeridoo,aJ5DXeFY0EM,50,60,train
playing didgeridoo,H3bmU0qfmRY,83,93,train
playing didgeridoo,1Pw8TJ8Zj-8,29,39,train
playing didgeridoo,IaVFf_rciSY,205,215,train
playing didgeridoo,ll5N2AzPPAk,9,19,train
playing didgeridoo,v6OXHCFSLLM,15,25,train
playing didgeridoo,6zzB-7AXGu8,113,123,train
playing didgeridoo,2lS6Z1jADOk,38,48,train
playing didgeridoo,ADxlzLXFOVQ,19,29,train
playing didgeridoo,oo6ILlg846c,51,61,train
playing didgeridoo,uZJNHBOdZbE,0,10,train
playing didgeridoo,WzQQNpuPP1E,11,21,train
playing didgeridoo,sRXadRws5Hk,70,80,train
playing didgeridoo,a4qu8GrgPcU,33,43,train
playing didgeridoo,OtaZaXOysRE,2,12,train
playing didgeridoo,YFa9YMw5cK8,0,10,train
playing didgeridoo,NKcByMB3hNQ,68,78,train
playing didgeridoo,ZipQa-J0WFY,208,218,train
playing didgeridoo,oYEPhRKEij8,263,273,train
playing didgeridoo,hA_EHJe8Aeg,393,403,train
playing didgeridoo,uNQgE2XS58s,62,72,train
playing didgeridoo,ldXLe7Bi0Ao,179,189,train
playing didgeridoo,_e9dc9Cvths,0,10,train
playing didgeridoo,kOReinr_Hc0,17,27,train
playing didgeridoo,rSOicUaElL8,117,127,train
playing didgeridoo,HinzRONYeHo,3,13,train
playing didgeridoo,I_-ESpwdQ_U,43,53,train
playing didgeridoo,Qfv2Fw1-jW4,0,10,train
playing didgeridoo,-FuR5_iD3Yk,0,10,train
playing didgeridoo,l3uGJLW69iY,62,72,train
playing didgeridoo,pi475gH0a4o,10,20,train
playing didgeridoo,C0FPOYbNyvk,16,26,train
playing didgeridoo,wTf7EXnvZ8w,26,36,train
playing didgeridoo,GdFDiyU_1mY,13,23,train
playing didgeridoo,SQNYhlFpGPI,47,57,train
playing didgeridoo,VrwFdquuZBY,24,34,train
playing didgeridoo,XVCioeocqC8,247,257,train
playing didgeridoo,t62M2gAGVno,388,398,train
playing didgeridoo,xdpc7pQ2Ibk,260,270,train
playing didgeridoo,qIzSCA8b6ag,39,49,train
playing didgeridoo,7I0UzTWy2jw,1,11,train
playing didgeridoo,XHgRFd8p3dw,4,14,train
playing didgeridoo,ZyXyn9l3FYk,9,19,train
playing didgeridoo,oWei_X2Nbhg,13,23,train
playing didgeridoo,4MW00ieZVVQ,4,14,train
playing didgeridoo,2YFvfVNy5ww,0,10,train
playing didgeridoo,F7WZx_bSw9Y,52,62,train
playing didgeridoo,Y1lserEYPkA,44,54,train
playing didgeridoo,o80XtIY4b7c,2,12,train
playing didgeridoo,-AIRuEv8TgM,318,328,train
playing didgeridoo,WrHr9Oa1NLw,83,93,train
playing didgeridoo,qL3fIg2pkqE,3,13,train
playing didgeridoo,0nozjFPHWUY,19,29,train
playing didgeridoo,UNAw49PZpn4,80,90,train
playing didgeridoo,H0xyLPwsDlc,70,80,train
playing didgeridoo,KpHQrzEC5aY,72,82,train
playing didgeridoo,S4DOWIxDlv4,10,20,train
playing didgeridoo,GVydktV5knk,0,10,train
playing didgeridoo,GwZy-c303Kk,62,72,train
playing didgeridoo,m0WZrWvoZSc,0,10,train
playing didgeridoo,WYlihu472OM,138,148,train
playing didgeridoo,WJvFFTiPElg,3,13,train
playing didgeridoo,n21wpQteuz0,2,12,train
playing didgeridoo,xV2Vic4D1AI,2,12,train
playing didgeridoo,j2745L9eais,12,22,train
playing didgeridoo,qUGXnJIVnPA,113,123,train
playing didgeridoo,M5jUKehphNY,7,17,train
playing didgeridoo,twnkEufLf7A,0,10,train
playing didgeridoo,w9Vyy-v5YJc,60,70,train
playing didgeridoo,dszu6ckFKnM,6,16,train
playing didgeridoo,aVbmPPTvGKE,4,14,train
playing didgeridoo,dXlH06Ifcm4,22,32,train
playing didgeridoo,ZNAfkckNlv0,7,17,train
playing didgeridoo,t3LcwpR984w,0,10,train
playing didgeridoo,HaJTaaplFyo,536,546,train
playing didgeridoo,XhBRsIjIf9I,10,20,train
playing didgeridoo,R9qjM-RWViI,32,42,train
playing didgeridoo,WFAkJlFWF28,15,25,train
playing didgeridoo,SnZHYuOVCSI,23,33,train
playing didgeridoo,6j0blggkRv0,71,81,train
playing didgeridoo,BOQRNPA9YEg,110,120,train
playing didgeridoo,irBKwy3NcFI,106,116,train
playing didgeridoo,1-mo1IALh-w,104,114,train
playing didgeridoo,8FTlc1XCLMM,13,23,train
playing didgeridoo,Qs-x5kb27Zk,47,57,train
playing didgeridoo,q1NfQWGufuU,55,65,train
playing didgeridoo,CfyhKOU6OFA,142,152,train
playing didgeridoo,oAOvLJ5TV0k,3,13,train
playing didgeridoo,FG6KtJ1SPoE,69,79,train
playing didgeridoo,lyCu-TZM9X8,27,37,train
playing didgeridoo,yGA_-Nm4EU4,56,66,train
playing didgeridoo,oIJOnRPVY-Y,7,17,train
playing didgeridoo,vU5D22YaEPg,4,14,train
playing didgeridoo,qcmDDfRUAWA,1,11,train
playing didgeridoo,8ow6iV8giDE,8,18,train
playing didgeridoo,9kSiPzCCIe0,51,61,train
playing didgeridoo,GncWToQZTC8,16,26,train
playing didgeridoo,Tf-uqQgehso,0,10,train
playing didgeridoo,1oxoJfP2zCM,19,29,train
